time,cD,cL
2.915,3.10276,-0.708037
2.916,3.12392,-0.711687
2.917,3.12038,-0.702862
2.918,3.10625,-0.690629
2.919,3.12538,-0.676567
2.92,3.10994,-0.655731
2.921,3.12304,-0.637505
2.922,3.10426,-0.615822
2.923,3.10604,-0.541553
2.924,3.10517,-0.523128
2.925,3.10543,-0.52206
2.926,3.10181,-0.524268
2.927,3.10254,-0.523106
2.928,3.09606,-0.525327
2.929,3.10873,-0.474717
2.93,3.10067,-0.491225
2.931,3.11356,-0.467147
2.932,3.10418,-0.465677
2.933,3.11485,-0.434124
2.934,3.11741,-0.320269
2.935,3.11545,-0.310484
2.936,3.10823,-0.313116
2.937,3.11537,-0.335645
2.938,3.11694,-0.336975
2.939,3.0731,-0.261568
2.94,3.10818,-0.272801
2.941,3.0924,-0.262653
2.942,3.1005,-0.246774
2.943,3.07948,-0.234624
2.944,3.08716,-0.210192
2.945,3.08622,-0.182294
2.946,3.0903,-0.168763
2.947,3.06385,-0.181969
2.948,3.09577,-0.154736
2.949,3.07768,-0.12689
2.95,3.09087,-0.113823
2.951,3.09075,-0.0966833
2.952,3.09487,-0.0858191
2.953,3.11492,0.0280689
2.954,3.10575,0.0293858
2.955,3.11408,0.0346054
2.956,3.07977,0.0266651
2.957,3.08973,0.0371095
2.958,3.09138,0.0490532
2.959,3.0861,0.0567
2.96,3.09111,0.0683253
2.961,3.06714,0.145059
2.962,3.07027,0.143419
2.963,3.06522,0.13932
2.964,3.05827,0.153922
2.965,3.05902,0.191093
2.966,3.05426,0.207371
2.967,3.058,0.216735
2.968,3.08415,0.315153
2.969,3.0743,0.30245
2.97,3.08273,0.31047
2.971,3.08338,0.312228
2.972,3.07502,0.351362
2.973,3.08745,0.348673
2.974,3.09152,0.363751
2.975,3.09107,0.372826
2.976,3.08938,0.444138
2.977,3.09276,0.432589
2.978,3.0952,0.444901
2.979,3.09069,0.487595
2.98,3.09763,0.473879
2.981,3.08037,0.523679
2.982,3.08605,0.51307
2.983,3.08327,0.542058
2.984,3.08909,0.54115
2.985,3.07422,0.584872
2.986,3.08233,0.600812
2.987,3.07378,0.597073
2.988,3.07925,0.605842
2.989,3.08389,0.640424
2.99,3.08009,0.635128
2.991,3.07812,0.645605
2.992,3.08104,0.713712
2.993,3.07707,0.701841
2.994,3.08756,0.712745
2.995,3.08165,0.713463
2.996,3.08062,0.714762
2.997,3.09053,0.720759
2.998,3.1021,0.752871
2.999,3.08898,0.758267
3,3.09238,0.79011
3.001,3.08095,0.836721
3.002,3.08901,0.844853
3.003,3.08874,0.845348
3.004,3.08971,0.860849
3.005,3.08906,0.855409
3.006,3.10876,0.880672
3.007,3.10923,0.873597
3.008,3.09243,0.90084
3.009,3.08976,0.898469
3.01,3.10786,0.934757
3.011,3.10374,0.925186
3.012,3.0999,0.927076
3.013,3.10918,0.957846
3.014,3.10488,0.949254
3.015,3.10931,0.959534
3.016,3.11224,0.987477
3.017,3.11329,0.979159
3.018,3.1009,0.975866
3.019,3.11495,1.00113
3.02,3.1107,0.996913
3.021,3.10162,1.01496
3.022,3.11487,1.03192
3.023,3.11529,1.03432
3.024,3.11104,1.02714
3.025,3.11076,1.02746
3.026,3.11437,1.04068
3.027,3.11484,1.04291
3.028,3.11019,1.02523
3.029,3.13287,1.03767
3.03,3.12339,1.04881
3.031,3.12262,1.03999
3.032,3.11192,1.05474
3.033,3.12565,1.06006
3.034,3.12792,1.06425
3.035,3.12741,1.05124
3.036,3.11558,1.04786
3.037,3.12586,1.0566
3.038,3.11928,1.05146
3.039,3.1263,1.05402
3.04,3.1218,1.05675
3.041,3.12655,1.04966
3.042,3.1277,1.06005
3.043,3.11624,1.06338
3.044,3.12781,1.05546
3.045,3.12941,1.04923
3.046,3.12222,1.06045
3.047,3.13333,1.04675
3.048,3.12754,1.04576
3.049,3.12395,1.05193
3.05,3.12894,1.04439
3.051,3.13562,1.03915
3.052,3.12734,1.04039
3.053,3.13679,1.03146
3.054,3.12934,1.03335
3.055,3.13327,0.984285
3.056,3.14714,0.991641
3.057,3.14875,0.992303
3.058,3.15137,0.993126
3.059,3.12133,0.988818
3.06,3.11911,0.989011
3.061,3.1474,0.993746
3.062,3.149,0.995068
3.063,3.13155,0.988465
3.064,3.13049,0.989217
3.065,3.12829,0.989703
3.066,3.1488,0.992158
3.067,3.13872,0.937679
3.068,3.13084,0.936458
3.069,3.13498,0.912211
3.07,3.12169,0.885256
3.071,3.12788,0.875413
3.072,3.13324,0.837488
3.073,3.12863,0.835896
3.074,3.12374,0.831393
3.075,3.10819,0.81363
3.076,3.11185,0.799375
3.077,3.11069,0.794794
3.078,3.11854,0.792907
3.079,3.11435,0.775825
3.08,3.11653,0.75796
3.081,3.11479,0.727787
3.082,3.11673,0.7177
3.083,3.12094,0.720953
3.084,3.12139,0.722034
3.085,3.11925,0.680279
3.086,3.12214,0.691208
3.087,3.13492,0.635852
3.088,3.12148,0.620997
3.089,3.12037,0.618713
3.09,3.1344,0.636625
3.091,3.12842,0.627259
3.092,3.12251,0.507562
3.093,3.11182,0.494187
3.094,3.12859,0.503371
3.095,3.11833,0.492746
3.096,3.12479,0.494594
3.097,3.11866,0.487502
3.098,3.12267,0.487544
3.099,3.11665,0.480099
3.1,3.10333,0.419634
3.101,3.10546,0.409061
3.102,3.10553,0.395867
3.103,3.1029,0.37135
3.104,3.09948,0.358393
3.105,3.10592,0.340804
3.106,3.09199,0.24698
3.107,3.10949,0.242728
3.108,3.09787,0.234971
3.109,3.11178,0.174708
3.11,3.10366,0.186636
3.111,3.10096,0.170721
3.112,3.10228,0.177479
3.113,3.0992,0.117196
3.114,3.08874,0.122244
3.115,3.09268,0.100231
3.116,3.09871,0.10238
3.117,3.10492,0.071068
3.118,3.09899,0.0694373
3.119,3.09863,0.0472379
3.12,3.10701,0.0143768
3.121,3.10757,-0.0212843
3.122,3.10236,-0.0380639
3.123,3.11364,-0.0410016
3.124,3.11495,-0.0866998
3.125,3.10659,-0.0801318
3.126,3.11763,-0.105531
3.127,3.10976,-0.120985
3.128,3.11395,-0.145371
3.129,3.10519,-0.157507
3.13,3.10665,-0.169602
3.131,3.10284,-0.214458
3.132,3.10216,-0.211873
3.133,3.10287,-0.220781
3.134,3.07801,-0.293387
3.135,3.08477,-0.306789
3.136,3.08391,-0.307844
3.137,3.09074,-0.316446
3.138,3.09139,-0.3174
3.139,3.08104,-0.32384
3.14,3.10125,-0.376583
3.141,3.09291,-0.382882
3.142,3.09253,-0.397754
3.143,3.09788,-0.461698
3.144,3.08944,-0.476979
3.145,3.09772,-0.479309
3.146,3.09501,-0.484481
3.147,3.12269,-0.51478
3.148,3.11168,-0.534497
3.149,3.10833,-0.549795
3.15,3.10467,-0.563965
3.151,3.10293,-0.570014
3.152,3.10572,-0.626327
3.153,3.10714,-0.636628
3.154,3.10799,-0.636994
3.155,3.09553,-0.663692
3.156,3.11065,-0.650468
3.157,3.12035,-0.65249
3.158,3.11253,-0.68756
3.159,3.11585,-0.681865
3.16,3.09856,-0.761501
3.161,3.10903,-0.748411
3.162,3.10221,-0.756348
3.163,3.11113,-0.753806
3.164,3.10841,-0.760115
3.165,3.13626,-0.790084
3.166,3.12592,-0.797266
3.167,3.11214,-0.822234
3.168,3.11374,-0.834113
3.169,3.11359,-0.836551
3.17,3.11781,-0.833802
3.171,3.12317,-0.893532
3.172,3.1102,-0.899672
3.173,3.10952,-0.902877
3.174,3.12043,-0.90761
3.175,3.11331,-0.925662
3.176,3.11949,-0.920777
3.177,3.12954,-0.94915
3.178,3.12409,-0.955812
3.179,3.11464,-0.964379
3.18,3.12272,-0.985124
3.181,3.12736,-0.986648
3.182,3.12702,-1.0075
3.183,3.1304,-1.02184
3.184,3.12995,-1.02092
3.185,3.12651,-1.02304
3.186,3.12927,-1.04748
3.187,3.13013,-1.03822
3.188,3.13109,-1.04748
3.189,3.13503,-1.0556
3.19,3.13164,-1.06144
3.191,3.13747,-1.07099
3.192,3.13165,-1.06931
3.193,3.14511,-1.09677
3.194,3.14002,-1.08625
3.195,3.1411,-1.08728
3.196,3.13264,-1.09438
3.197,3.13189,-1.0962
3.198,3.14066,-1.0928
3.199,3.14204,-1.12018
3.2,3.13423,-1.1019
3.201,3.13781,-1.09678
3.202,3.14062,-1.08973
3.203,3.13721,-1.09274
3.204,3.14515,-1.12379
3.205,3.13377,-1.1101
3.206,3.13808,-1.10412
3.207,3.13615,-1.09997
3.208,3.13516,-1.09724
3.209,3.13731,-1.1064
3.21,3.14233,-1.10108
3.211,3.13893,-1.07487
3.212,3.15371,-1.1006
3.213,3.12946,-1.08847
3.214,3.14375,-1.07196
3.215,3.15273,-1.05849
3.216,3.15433,-1.0587
3.217,3.13743,-1.06684
3.218,3.14567,-1.05464
3.219,3.13896,-1.05847
3.22,3.13787,-1.06037
3.221,3.14851,-1.05143
3.222,3.14911,-1.05202
3.223,3.15037,-1.05204
3.224,3.13839,-1.06034
3.225,3.13717,-1.06214
3.226,3.15067,-1.05121
3.227,3.14399,-1.05528
3.228,3.15395,-1.03925
3.229,3.14394,-1.0348
3.23,3.1485,-0.998815
3.231,3.14911,-1.02347
3.232,3.1495,-0.983404
3.233,3.13948,-0.985893
3.234,3.12375,-0.957882
3.235,3.13243,-0.956934
3.236,3.12355,-0.959835
3.237,3.12751,-0.954044
3.238,3.11733,-0.911139
3.239,3.12547,-0.911253
3.24,3.11571,-0.915791
3.241,3.12411,-0.910946
3.242,3.1294,-0.894279
3.243,3.12724,-0.892932
3.244,3.13635,-0.881557
3.245,3.12721,-0.865211
3.246,3.14494,-0.854617
3.247,3.13617,-0.849379
3.248,3.16582,-0.769517
3.249,3.1533,-0.769736
3.25,3.15268,-0.76907
3.251,3.16288,-0.770967
3.252,3.1499,-0.765546
3.253,3.15482,-0.760443
3.254,3.14687,-0.757125
3.255,3.12185,-0.675559
3.256,3.11556,-0.668819
3.257,3.11384,-0.688174
3.258,3.12713,-0.646968
3.259,3.10929,-0.645494
3.26,3.10256,-0.588575
3.261,3.11661,-0.579775
3.262,3.11383,-0.573448
3.263,3.11822,-0.575179
3.264,3.10815,-0.560243
3.265,3.12781,-0.541168
3.266,3.11871,-0.536715
3.267,3.10719,-0.476676
3.268,3.11277,-0.470523
3.269,3.1189,-0.464859
3.27,3.12644,-0.445266
3.271,3.11723,-0.449447
3.272,3.10574,-0.429039
3.273,3.10812,-0.395717
3.274,3.09867,-0.331576
3.275,3.09955,-0.322638
3.276,3.1051,-0.313046
3.277,3.10554,-0.311978
3.278,3.09976,-0.262671
3.279,3.10895,-0.261181
3.28,3.10102,-0.239862
3.281,3.10818,-0.198764
3.282,3.10775,-0.188981
3.283,3.11033,-0.133702
3.284,3.11883,-0.129986
3.285,3.11029,-0.116137
3.286,3.11839,-0.0816376
3.287,3.11385,-0.0736074
3.288,3.11696,-0.0731258
3.289,3.11358,-0.0240179
3.29,3.1135,-0.0182556
3.291,3.11082,0.0196023
3.292,3.11399,0.0174999
3.293,3.11094,0.044223
3.294,3.10293,0.0904463
3.295,3.10898,0.102493
3.296,3.10272,0.100492
3.297,3.10209,0.101509
3.298,3.1064,0.129254
3.299,3.09971,0.153043
3.3,3.10707,0.169516
3.301,3.08955,0.265857
3.302,3.10224,0.272348
3.303,3.10278,0.274642
3.304,3.10388,0.27708
3.305,3.09078,0.272901
3.306,3.08903,0.272958
3.307,3.1073,0.291922
3.308,3.09913,0.288588
3.309,3.09897,0.289497
3.31,3.0962,0.385784
3.311,3.10919,0.382754
3.312,3.10236,0.39125
3.313,3.10808,0.412336
3.314,3.10624,0.42286
3.315,3.10681,0.548377
3.316,3.1216,0.543879
3.317,3.12286,0.546645
3.318,3.10954,0.545555
3.319,3.10883,0.546944
3.32,3.11765,0.555746
3.321,3.1133,0.583144
3.322,3.1122,0.593269
3.323,3.11679,0.634671
3.324,3.12473,0.647765
3.325,3.12365,0.653877
3.326,3.12554,0.659494
3.327,3.11553,0.698477
3.328,3.11525,0.713604
3.329,3.11677,0.719272
3.33,3.1066,0.731606
3.331,3.11564,0.749735
3.332,3.1068,0.782755
3.333,3.11332,0.783673
3.334,3.11355,0.802787
3.335,3.12152,0.810756
3.336,3.1147,0.836142
3.337,3.12093,0.837491
3.338,3.1252,0.846772
3.339,3.12928,0.884948
3.34,3.12945,0.883069
3.341,3.13466,0.889662
3.342,3.13741,0.907913
3.343,3.13684,0.919163
3.344,3.13173,0.923028
3.345,3.13754,0.939224
3.346,3.13402,0.94729
3.347,3.13973,0.980814
3.348,3.13739,0.978457
3.349,3.13703,0.979478
3.35,3.14141,0.988903
3.351,3.13602,0.988361
3.352,3.14376,1.01536
3.353,3.13543,1.00727
3.354,3.14485,1.01809
3.355,3.13917,1.03007
3.356,3.13996,1.05879
3.357,3.15562,1.07432
3.358,3.15694,1.07709
3.359,3.14233,1.06623
3.36,3.14112,1.0667
3.361,3.15473,1.08019
3.362,3.15549,1.08228
3.363,3.15705,1.085
3.364,3.14313,1.07525
3.365,3.15154,1.08235
3.366,3.16191,1.08366
3.367,3.16386,1.07838
3.368,3.16525,1.08889
3.369,3.16749,1.0925
3.37,3.16387,1.09179
3.371,3.1654,1.09913
3.372,3.15466,1.09623
3.373,3.15811,1.10041
3.374,3.15907,1.10227
3.375,3.15083,1.09678
3.376,3.15579,1.09999
3.377,3.16368,1.07779
3.378,3.17579,1.08395
3.379,3.17765,1.07621
3.38,3.17749,1.07616
3.381,3.18067,1.08047
3.382,3.16951,1.07999
3.383,3.17568,1.07206
3.384,3.1715,1.07321
3.385,3.17248,1.06708
3.386,3.16102,1.05361
3.387,3.17165,1.05996
3.388,3.17299,1.06195
3.389,3.15901,1.04961
3.39,3.16733,1.05424
3.391,3.16752,1.0341
3.392,3.15826,1.02468
3.393,3.16776,1.02673
3.394,3.16714,1.02503
3.395,3.16677,1.02036
3.396,3.16754,1.00508
3.397,3.15675,0.997499
3.398,3.16547,1.0013
3.399,3.16249,0.983823
3.4,3.1623,0.980165
3.401,3.15865,0.925352
3.402,3.17481,0.935413
3.403,3.1767,0.937114
3.404,3.15639,0.920817
3.405,3.15543,0.920096
3.406,3.16766,0.931171
3.407,3.16815,0.932372
3.408,3.1649,0.89238
3.409,3.15487,0.898712
3.41,3.16788,0.891577
3.411,3.15259,0.851736
3.412,3.16632,0.828439
3.413,3.15327,0.818218
3.414,3.16131,0.809032
3.415,3.15556,0.794571
3.416,3.16065,0.783066
3.417,3.15829,0.707114
3.418,3.14076,0.686537
3.419,3.13884,0.685051
3.42,3.15981,0.694491
3.421,3.16123,0.695412
3.422,3.14438,0.680547
3.423,3.1436,0.680052
3.424,3.1355,0.614049
3.425,3.14455,0.61401
3.426,3.14633,0.613322
3.427,3.14709,0.594369
3.428,3.15807,0.589199
3.429,3.14911,0.559319
3.43,3.15145,0.539302
3.431,3.14791,0.520929
3.432,3.14435,0.498162
3.433,3.14833,0.448122
3.434,3.14069,0.433922
3.435,3.13988,0.432717
3.436,3.1482,0.435082
3.437,3.13551,0.393924
3.438,3.13511,0.403534
3.439,3.1365,0.362804
3.44,3.13818,0.360615
3.441,3.12966,0.332809
3.442,3.13115,0.312418
3.443,3.12067,0.262457
3.444,3.12967,0.2595
3.445,3.12333,0.249603
3.446,3.12601,0.247092
3.447,3.12692,0.142442
3.448,3.1191,0.134784
3.449,3.11816,0.13246
3.45,3.13228,0.140147
3.451,3.12268,0.133951
3.452,3.12651,0.132606
3.453,3.11625,0.0771473
3.454,3.12142,0.0730396
3.455,3.11653,0.0258171
3.456,3.11101,0.0269482
3.457,3.11235,-0.013973
3.458,3.1282,-0.00542554
3.459,3.11784,-0.0385174
3.46,3.1209,-0.0954894
3.461,3.12269,-0.0913495
3.462,3.12343,-0.0915039
3.463,3.11505,-0.108748
3.464,3.11339,-0.167401
3.465,3.12304,-0.15729
3.466,3.11292,-0.188057
3.467,3.11993,-0.185913
3.468,3.12423,-0.301955
3.469,3.11093,-0.306736
3.47,3.1201,-0.309781
3.471,3.12117,-0.311369
3.472,3.10916,-0.317456
3.473,3.11821,-0.320169
3.474,3.11088,-0.329778
3.475,3.11683,-0.332654
3.476,3.11102,-0.342386
3.477,3.10977,-0.426334
3.478,3.09941,-0.42047
3.479,3.11051,-0.434906
3.48,3.10422,-0.437156
3.481,3.09804,-0.502534
3.482,3.10775,-0.496183
3.483,3.10152,-0.517494
3.484,3.10888,-0.527355
3.485,3.10441,-0.538151
3.486,3.11187,-0.60063
3.487,3.11873,-0.599933
3.488,3.11544,-0.596413
3.489,3.11757,-0.631225
3.49,3.12225,-0.670769
3.491,3.12533,-0.673767
3.492,3.12281,-0.688094
3.493,3.12266,-0.690227
3.494,3.11857,-0.715496
3.495,3.13047,-0.721553
3.496,3.1171,-0.735543
3.497,3.12381,-0.763679
3.498,3.11141,-0.767874
3.499,3.10454,-0.835003
3.5,3.12084,-0.816139
3.501,3.12292,-0.816516
3.502,3.09975,-0.837267
3.503,3.10762,-0.835103
3.504,3.1303,-0.865326
3.505,3.1097,-0.885086
3.506,3.12225,-0.874819
3.507,3.12345,-0.90759
3.508,3.12091,-0.915123
3.509,3.12666,-0.92205
3.51,3.12479,-0.930674
3.511,3.13663,-0.980574
3.512,3.14512,-0.978657
3.513,3.13776,-0.984337
3.514,3.1341,-0.980375
3.515,3.12783,-0.986703
3.516,3.12821,-0.992807
3.517,3.12303,-1.00813
3.518,3.13117,-1.03258
3.519,3.12974,-1.0436
3.52,3.13406,-1.0432
3.521,3.13119,-1.04633
3.522,3.12009,-1.03863
3.523,3.1298,-1.05096
3.524,3.13605,-1.07275
3.525,3.14351,-1.07318
3.526,3.12824,-1.08269
3.527,3.1418,-1.07958
3.528,3.13567,-1.08945
3.529,3.14058,-1.09852
3.53,3.14267,-1.10926
3.531,3.14276,-1.11109
3.532,3.14268,-1.10789
3.533,3.14342,-1.10878
3.534,3.14449,-1.10918
3.535,3.13542,-1.11988
3.536,3.14136,-1.11672
3.537,3.13763,-1.12239
3.538,3.14039,-1.126
3.539,3.14732,-1.11142
3.54,3.13949,-1.125
3.541,3.14368,-1.1206
3.542,3.14269,-1.1255
3.543,3.14424,-1.12829
3.544,3.13787,-1.13061
3.545,3.14554,-1.12621
3.546,3.13513,-1.13
3.547,3.14992,-1.1095
3.548,3.15066,-1.11338
3.549,3.15202,-1.11348
3.55,3.14,-1.12125
3.551,3.13907,-1.12305
3.552,3.13714,-1.12557
3.553,3.15468,-1.11266
3.554,3.15587,-1.11274
3.555,3.14174,-1.1236
3.556,3.14072,-1.12509
3.557,3.16148,-1.1109
3.558,3.14726,-1.09143
3.559,3.15678,-1.09587
3.56,3.1475,-1.06402
3.561,3.15923,-1.04671
3.562,3.14612,-1.06462
3.563,3.15042,-1.04655
3.564,3.1383,-1.05825
3.565,3.14208,-1.03806
3.566,3.13069,-1.02607
3.567,3.1353,-1.01969
3.568,3.13119,-1.02144
3.569,3.13599,-1.0068
3.57,3.13414,-1.00422
3.571,3.13123,-0.909618
3.572,3.13068,-0.908634
3.573,3.13627,-0.916267
3.574,3.13286,-0.924285
3.575,3.1444,-0.919018
3.576,3.14533,-0.918531
3.577,3.13457,-0.922767
3.578,3.13373,-0.92385
3.579,3.14265,-0.915111
3.58,3.14323,-0.915742
3.581,3.13558,-0.843746
3.582,3.14765,-0.861009
3.583,3.14496,-0.875419
3.584,3.1364,-0.830138
3.585,3.14443,-0.761932
3.586,3.13272,-0.790189
3.587,3.14388,-0.755571
3.588,3.13614,-0.766641
3.589,3.13486,-0.696618
3.59,3.13328,-0.695634
3.591,3.13596,-0.691485
3.592,3.1292,-0.694944
3.593,3.11003,-0.65267
3.594,3.10286,-0.645846
3.595,3.11005,-0.619686
3.596,3.09995,-0.616111
3.597,3.1131,-0.601729
3.598,3.10367,-0.585614
3.599,3.11719,-0.574536
3.6,3.10561,-0.55568
3.601,3.12306,-0.471808
3.602,3.12285,-0.457955
3.603,3.12311,-0.457616
3.604,3.12065,-0.449092
3.605,3.11713,-0.450791
3.606,3.13771,-0.414451
3.607,3.12232,-0.405617
3.608,3.12405,-0.374207
3.609,3.1098,-0.371944
3.61,3.11585,-0.3447
3.611,3.10927,-0.334783
3.612,3.12231,-0.295844
3.613,3.11012,-0.291447
3.614,3.11803,-0.222947
3.615,3.11509,-0.206039
3.616,3.11919,-0.203562
3.617,3.11142,-0.202365
3.618,3.12016,-0.178581
3.619,3.10787,-0.161987
3.62,3.11556,-0.154215
3.621,3.10607,-0.140995
3.622,3.11175,-0.107212
3.623,3.10069,-0.0736235
3.624,3.09846,-0.0592915
3.625,3.10115,-0.0437286
3.626,3.09631,-0.0299158
3.627,3.08893,-0.015362
3.628,3.09177,0.0105801
3.629,3.09058,0.0231477
3.63,3.09132,0.050453
3.631,3.09205,0.0929668
3.632,3.09602,0.0958329
3.633,3.0899,0.102944
3.634,3.09505,0.193688
3.635,3.10209,0.216675
3.636,3.10279,0.219297
3.637,3.09429,0.210143
3.638,3.10142,0.224642
3.639,3.10172,0.226057
3.64,3.10195,0.258971
3.641,3.10655,0.293009
3.642,3.10711,0.344573
3.643,3.11162,0.356188
3.644,3.11144,0.364817
3.645,3.11181,0.380107
3.646,3.10961,0.42858
3.647,3.11333,0.432
3.648,3.112,0.449015
3.649,3.11224,0.452048
3.65,3.10362,0.492934
3.651,3.10796,0.491079
3.652,3.10653,0.527914
3.653,3.10017,0.5228
3.654,3.10189,0.570762
3.655,3.10364,0.571051
3.656,3.09826,0.569699
3.657,3.10885,0.656172
3.658,3.09656,0.644562
3.659,3.0966,0.6454
3.66,3.09892,0.663644
3.661,3.09832,0.665019
3.662,3.10426,0.669559
3.663,3.10527,0.671919
3.664,3.09446,0.668144
3.665,3.10125,0.766715
3.666,3.09902,0.750281
3.667,3.10408,0.767858
3.668,3.10311,0.75711
3.669,3.104,0.770327
3.67,3.11599,0.824141
3.671,3.11577,0.83232
3.672,3.09388,0.850458
3.673,3.1069,0.871701
3.674,3.1072,0.874129
3.675,3.10126,0.861332
3.676,3.10367,0.880684
3.677,3.1221,0.89931
3.678,3.1062,0.925255
3.679,3.12896,0.943547
3.68,3.11898,0.940449
3.681,3.11839,0.94142
3.682,3.11518,0.969842
3.683,3.11022,0.955486
3.684,3.10944,0.968137
3.685,3.12292,0.995414
3.686,3.10845,0.998321
3.687,3.11616,1.04722
3.688,3.128,1.06194
3.689,3.1296,1.06497
3.69,3.11244,1.0546
3.691,3.12236,1.06079
3.692,3.11864,1.05803
3.693,3.11814,1.0595
3.694,3.12438,1.06423
3.695,3.12276,1.06429
3.696,3.12597,1.06848
3.697,3.14043,1.07199
3.698,3.11972,1.03434
3.699,3.13946,1.09271
3.7,3.12802,1.08232
3.701,3.12119,1.08864
3.702,3.11225,1.08758
3.703,3.10947,1.08849
3.704,3.11698,1.09632
3.705,3.12303,1.09914
3.706,3.11515,1.09646
3.707,3.12197,1.10035
3.708,3.12263,1.10158
3.709,3.11268,1.10878
3.71,3.12037,1.1188
3.711,3.12239,1.09729
3.712,3.13682,1.10945
3.713,3.13532,1.10772
3.714,3.13651,1.10984
3.715,3.13783,1.10613
3.716,3.14092,1.10964
3.717,3.13763,1.10295
3.718,3.14104,1.1023
3.719,3.12614,1.1
3.72,3.13186,1.09786
3.721,3.1409,1.08957
3.722,3.12289,1.08733
3.723,3.12941,1.08714
3.724,3.12694,1.0866
3.725,3.13992,1.07221
3.726,3.119,1.06287
3.727,3.12869,1.06514
3.728,3.12498,1.06115
3.729,3.14486,1.03663
3.73,3.12212,1.03921
3.731,3.12739,1.03376
3.732,3.12895,1.03353
3.733,3.14199,1.0168
3.734,3.11799,1.00555
3.735,3.13574,0.996903
3.736,3.12476,0.99095
3.737,3.12314,0.977888
3.738,3.13172,0.970099
3.739,3.12563,0.961199
3.74,3.12229,0.95626
3.741,3.13949,0.889135
3.742,3.12679,0.876833
3.743,3.1269,0.875694
3.744,3.1268,0.886167
3.745,3.12747,0.887534
3.746,3.12841,0.889989
3.747,3.12018,0.868725
3.748,3.11863,0.868067
3.749,3.1341,0.879204
3.75,3.1351,0.880724
3.751,3.12288,0.867199
3.752,3.12675,0.735816
3.753,3.1126,0.738202
3.754,3.12655,0.73961
3.755,3.12301,0.716497
3.756,3.13608,0.724345
3.757,3.12046,0.705873
3.758,3.13485,0.698854
3.759,3.11639,0.665936
3.76,3.12033,0.664128
3.761,3.11834,0.659344
3.762,3.12332,0.619297
3.763,3.1034,0.592917
3.764,3.11164,0.593845
3.765,3.11191,0.593701
3.766,3.10351,0.557643
3.767,3.12012,0.555672
3.768,3.11271,0.528837
3.769,3.11468,0.525333
3.77,3.12377,0.413944
3.771,3.11237,0.409469
3.772,3.11086,0.407884
3.773,3.12805,0.411211
3.774,3.1192,0.402006
3.775,3.12277,0.398171
3.776,3.11666,0.388454
3.777,3.10659,0.304627
3.778,3.11041,0.316249
3.779,3.10799,0.299882
3.78,3.10866,0.310837
3.781,3.118,0.269732
3.782,3.10568,0.212437
3.783,3.11867,0.212066
3.784,3.11153,0.19894
3.785,3.11472,0.173172
3.786,3.10228,0.162478
3.787,3.11438,0.154816
3.788,3.11734,0.11401
3.789,3.11528,0.101943
3.79,3.11103,0.0751658
3.791,3.11168,0.0695108
3.792,3.11218,0.0427484
3.793,3.10644,-0.070399
3.794,3.1193,-0.0748446
3.795,3.12043,-0.0762986
3.796,3.10451,-0.0847813
3.797,3.10329,-0.0870337
3.798,3.11893,-0.0820584
3.799,3.12025,-0.081803
3.8,3.10514,-0.100484
3.801,3.10996,-0.0996213
3.802,3.0948,-0.181281
3.803,3.11072,-0.201437
3.804,3.10695,-0.197076
3.805,3.10229,-0.245707
3.806,3.10958,-0.257588
3.807,3.10851,-0.266268
3.808,3.10326,-0.328161
3.809,3.10585,-0.354386
3.81,3.10753,-0.356914
3.811,3.10245,-0.377085
3.812,3.11461,-0.392458
3.813,3.10656,-0.414725
3.814,3.11842,-0.428418
3.815,3.10963,-0.453564
3.816,3.11773,-0.456059
3.817,3.11792,-0.592213
3.818,3.11839,-0.576466
3.819,3.11941,-0.57784
3.82,3.10792,-0.595351
3.821,3.10677,-0.598895
3.822,3.12169,-0.585091
3.823,3.11296,-0.592794
3.824,3.11261,-0.594779
3.825,3.11617,-0.596032
3.826,3.11056,-0.608033
3.827,3.1158,-0.607751
3.828,3.09178,-0.698842
3.829,3.09369,-0.712745
3.83,3.10035,-0.696218
3.831,3.10033,-0.762717
3.832,3.09105,-0.756575
3.833,3.11364,-0.79019
3.834,3.1117,-0.790599
3.835,3.11548,-0.788956
3.836,3.1071,-0.830687
3.837,3.12416,-0.824859
3.838,3.1156,-0.834789
3.839,3.13724,-0.844025
3.84,3.12244,-0.859287
3.841,3.1243,-0.899759
3.842,3.13255,-0.89308
3.843,3.11998,-0.903726
3.844,3.13505,-0.89757
3.845,3.12329,-0.964095
3.846,3.12097,-0.959139
3.847,3.11942,-0.96286
3.848,3.11862,-0.965343
3.849,3.12361,-0.965604
3.85,3.1217,-0.977856
3.851,3.10934,-1.03182
3.852,3.11622,-1.02396
3.853,3.10869,-1.02823
3.854,3.117,-1.02439
3.855,3.11479,-1.02787
3.856,3.12579,-1.04583
3.857,3.12888,-1.04528
3.858,3.11887,-1.07639
3.859,3.12801,-1.06843
3.86,3.12063,-1.08072
3.861,3.12301,-1.08638
3.862,3.1228,-1.08455
3.863,3.12486,-1.11473
3.864,3.12321,-1.11154
3.865,3.12351,-1.11317
3.866,3.121,-1.11469
3.867,3.12015,-1.11657
3.868,3.12939,-1.11382
3.869,3.12297,-1.13994
3.87,3.14082,-1.11882
3.871,3.13148,-1.14502
3.872,3.14239,-1.12096
3.873,3.13793,-1.15295
3.874,3.12564,-1.13957
3.875,3.12412,-1.14124
3.876,3.14003,-1.14006
3.877,3.14084,-1.14094
